"Benchmark","QuerySize","Median","Error (99.9%)","Samples"
PureJdbc,"1",9485.595649241275,38.41546409090066,5790898
PureJdbc,"10",11008.976264191118,50.12217265755478,5024181
PureJdbc,"100",77268.02020208778,124.87926455427018,5680403
PureJdbc,"1000",747646.9616764939,907.6557510403528,587655
JdbcMapperStatic,"1",10115.037407944712,41.7269634071163,5414545
JdbcMapperStatic,"10",10858.775436168527,51.226338475432094,5098488
JdbcMapperStatic,"100",79212.90427962028,130.44338375566028,5541286
JdbcMapperStatic,"1000",757220.2256929904,906.9361316615888,580275
JdbcMapperDynamic,"1",10946.76397847435,44.9621636940274,5118173
JdbcMapperDynamic,"10",11822.40012686984,56.87395239428929,4678811
JdbcMapperDynamic,"100",84544.73229399281,142.21456003489868,5191882
JdbcMapperDynamic,"1000",801153.4489227313,1147.384502091397,548424
JdbcMapperDynamicNoAsm,"1",12273.95892698194,46.64308664560741,5038685
JdbcMapperDynamicNoAsm,"10",12482.859507417581,59.76870817757041,4437430
JdbcMapperDynamicNoAsm,"100",92577.52028812275,160.04154262496272,4742701
JdbcMapperDynamicNoAsm,"1000",845167.5622711186,1145.1775414654678,519920
Roma,"1",11261.521850574454,48.87526449090295,4804908
Roma,"10",11496.192611193497,53.54924918418282,4820156
Roma,"100",82485.6539289055,138.95612207022677,5321762
Roma,"1000",818724.3548602286,1093.1366305953763,536662
Sql2o,"1",9280.865861998767,45.89192630394547,5958483
Sql2o,"10",15591.983074524798,52.441623223039656,7065326
Sql2o,"100",100056.25170052833,178.108382195209,4387754
Sql2o,"1000",918190.9815178594,1696.4134719100975,478516
Hibernate,"1",24542.817555873917,78.91258549758912,4724208
Hibernate,"10",46188.804999998945,110.18370618276282,4752641
Hibernate,"100",267663.6593421059,434.2455705219861,1640872
Hibernate,"1000",2497678.9774531885,4191.393028897364,175812
MyBatis,"1",21105.159503428495,69.38379072264806,5221242
MyBatis,"10",54735.56963668586,113.33916689814251,4913021
MyBatis,"100",383576.3432696388,629.5253930852899,1145362
MyBatis,"1000",3640091.573996867,9744.493169144771,120647
RowMapper,"1",16464.525156626,52.53150002668641,6686310
RowMapper,"10",124519.30382286005,230.40581875562063,3527516
RowMapper,"100",1186682.0588383067,2122.002805197906,370201
RowMapper,"1000",1.2086694916009486E7,22862.51633182225,36266
